x: 1802, y: 927, id: 1, width: 97, height: 332
x: 684, y: 651, id: 80, width: 68, height: 134
x: 203, y: 1862, id: 81, width: 201, height: 65
x: 492, y: 1184, id: 82, width: 58, height: 180
x: 989, y: 432, id: 83, width: 234, height: 69
x: 250, y: 1821, id: 84, width: 402, height: 25
x: 792, y: 805, id: 85, width: 27, height: 124
x: 1968, y: 184, id: 86, width: 25, height: 16
x: 100, y: 539, id: 87, width: 142, height: 78
x: 1047, y: 165, id: 88, width: 290, height: 7
x: 282, y: 1035, id: 89, width: 398, height: 25
x: 1372, y: 1824, id: 90, width: 126, height: 10
x: 1498, y: 1890, id: 91, width: 166, height: 49
x: 463, y: 18, id: 92, width: 115, height: 103
x: 559, y: 290, id: 93, width: 96, height: 93
x: 249, y: 509, id: 94, width: 238, height: 10
x: 1877, y: 1964, id: 95, width: 8, height: 14
x: 1398, y: 424, id: 96, width: 279, height: 7
x: 40, y: 169, id: 97, width: 139, height: 42
x: 27, y: 1566, id: 98, width: 26, height: 325
x: 1440, y: 1221, id: 99, width: 24, height: 193
x: 1771, y: 1388, id: 100, width: 81, height: 32
x: 1933, y: 661, id: 101, width: 49, height: 46
x: 1558, y: 329, id: 102, width: 40, height: 34
x: 1474, y: 1251, id: 103, width: 92, height: 17
x: 13, y: 248, id: 104, width: 130, height: 34
x: 56, y: 1122, id: 105, width: 63, height: 93
x: 73, y: 1063, id: 106, width: 284, height: 50
x: 1191, y: 647, id: 107, width: 153, height: 38
x: 1789, y: 1212, id: 108, width: 9, height: 73
x: 553, y: 803, id: 109, width: 29, height: 41
x: 845, y: 1441, id: 110, width: 36, height: 93
x: 144, y: 1214, id: 111, width: 29, height: 120
x: 600, y: 939, id: 112, width: 27, height: 30
x: 1538, y: 736, id: 113, width: 112, height: 165
x: 1542, y: 1723, id: 114, width: 45, height: 142
x: 690, y: 885, id: 115, width: 80, height: 15
x: 187, y: 296, id: 116, width: 11, height: 66
x: 1623, y: 1220, id: 117, width: 24, height: 107
x: 1597, y: 1545, id: 118, width: 44, height: 183
x: 1626, y: 1488, id: 119, width: 45, height: 10
x: 1870, y: 1415, id: 120, width: 35, height: 118
x: 487, y: 1564, id: 121, width: 14, height: 189
x: 287, y: 953, id: 122, width: 279, height: 70
x: 1732, y: 794, id: 123, width: 10, height: 200
x: 1594, y: 1221, id: 124, width: 18, height: 25
x: 1480, y: 1132, id: 125, width: 81, height: 116
x: 1009, y: 770, id: 126, width: 31, height: 100
x: 1087, y: 180, id: 127, width: 240, height: 98
x: 928, y: 531, id: 128, width: 166, height: 17
x: 611, y: 1262, id: 129, width: 43, height: 175
x: 1683, y: 1647, id: 130, width: 27, height: 284
x: 1913, y: 552, id: 131, width: 80, height: 85
x: 804, y: 420, id: 132, width: 36, height: 223
x: 461, y: 1134, id: 133, width: 49, height: 15
x: 1226, y: 784, id: 134, width: 66, height: 8
x: 1336, y: 875, id: 135, width: 92, height: 20
x: 279, y: 1519, id: 136, width: 237, height: 21
x: 464, y: 566, id: 137, width: 277, height: 11
x: 9, y: 621, id: 138, width: 42, height: 294
x: 1937, y: 284, id: 139, width: 7, height: 121
x: 1076, y: 827, id: 140, width: 29, height: 196
x: 1917, y: 121, id: 141, width: 79, height: 53
x: 1348, y: 1533, id: 142, width: 79, height: 85
x: 503, y: 1949, id: 143, width: 136, height: 7
x: 73, y: 1272, id: 144, width: 18, height: 90
x: 1330, y: 1920, id: 145, width: 8, height: 27
x: 1915, y: 807, id: 146, width: 41, height: 30
x: 963, y: 1621, id: 147, width: 104, height: 70
x: 1173, y: 703, id: 148, width: 125, height: 52
x: 890, y: 1489, id: 149, width: 48, height: 36
x: 1342, y: 494, id: 150, width: 61, height: 87
x: 186, y: 89, id: 151, width: 14, height: 183
x: 1182, y: 1538, id: 152, width: 122, height: 106
x: 1267, y: 1347, id: 153, width: 8, height: 109
x: 1360, y: 644, id: 154, width: 14, height: 134
x: 1485, y: 1649, id: 155, width: 21, height: 33
x: 205, y: 1546, id: 156, width: 130, height: 10
x: 1027, y: 1747, id: 157, width: 47, height: 22
x: 1416, y: 901, id: 158, width: 55, height: 79
x: 50, y: 320, id: 159, width: 112, height: 87
x: 628, y: 646, id: 160, width: 38, height: 230
x: 414, y: 162, id: 161, width: 172, height: 26
x: 421, y: 1973, id: 162, width: 404, height: 9
x: 185, y: 689, id: 163, width: 238, height: 35
x: 1767, y: 689, id: 164, width: 18, height: 44
x: 698, y: 255, id: 165, width: 104, height: 48
x: 69, y: 1418, id: 166, width: 167, height: 53
x: 1330, y: 259, id: 167, width: 38, height: 56
x: 797, y: 0, id: 168, width: 205, height: 21
x: 725, y: 529, id: 169, width: 57, height: 21
x: 156, y: 1135, id: 170, width: 17, height: 60
x: 715, y: 1653, id: 171, width: 141, height: 30
x: 108, y: 1788, id: 172, width: 24, height: 59
x: 1834, y: 593, id: 173, width: 9, height: 140
x: 732, y: 391, id: 174, width: 8, height: 84
x: 664, y: 931, id: 175, width: 37, height: 71
x: 604, y: 1100, id: 176, width: 41, height: 150
x: 111, y: 763, id: 177, width: 36, height: 115
x: 1547, y: 1965, id: 178, width: 262, height: 7
x: 685, y: 1897, id: 179, width: 25, height: 75
x: 124, y: 1515, id: 180, width: 81, height: 30
x: 1409, y: 279, id: 181, width: 7, height: 45
x: 211, y: 1269, id: 182, width: 9, height: 68
x: 1511, y: 686, id: 183, width: 17, height: 123
x: 1300, y: 742, id: 184, width: 40, height: 51
x: 11, y: 154, id: 185, width: 14, height: 52
x: 573, y: 1136, id: 186, width: 25, height: 76
x: 484, y: 1770, id: 187, width: 28, height: 40
x: 56, y: 1222, id: 188, width: 34, height: 29
x: 1, y: 1988, id: 189, width: 97, height: 9
x: 1773, y: 1866, id: 190, width: 122, height: 95
x: 1918, y: 1219, id: 191, width: 67, height: 26
x: 1703, y: 15, id: 192, width: 31, height: 14
x: 799, y: 381, id: 193, width: 59, height: 35
x: 649, y: 1169, id: 194, width: 65, height: 13
x: 682, y: 864, id: 195, width: 62, height: 7
x: 1572, y: 657, id: 196, width: 258, height: 28
x: 1706, y: 1541, id: 197, width: 144, height: 9
x: 911, y: 374, id: 198, width: 70, height: 47
x: 101, y: 1272, id: 199, width: 34, height: 65
x: 945, y: 1886, id: 200, width: 34, height: 44
x: 1522, y: 866, id: 201, width: 14, height: 108
x: 1061, y: 1428, id: 202, width: 121, height: 37
x: 1087, y: 1983, id: 203, width: 31, height: 9
x: 362, y: 1193, id: 204, width: 50, height: 220
x: 1768, y: 1516, id: 205, width: 25, height: 23
x: 138, y: 1929, id: 206, width: 91, height: 40
x: 871, y: 1171, id: 207, width: 14, height: 24
x: 1005, y: 1827, id: 208, width: 328, height: 22
x: 85, y: 1497, id: 209, width: 9, height: 85
x: 837, y: 840, id: 210, width: 26, height: 93
x: 1086, y: 326, id: 211, width: 53, height: 102
x: 1334, y: 6, id: 212, width: 86, height: 21
x: 1190, y: 1945, id: 213, width: 108, height: 18
x: 1873, y: 1574, id: 214, width: 41, height: 13
x: 1432, y: 989, id: 215, width: 65, height: 92
x: 1968, y: 327, id: 216, width: 7, height: 79
x: 612, y: 80, id: 217, width: 7, height: 191
x: 500, y: 1157, id: 218, width: 35, height: 11
x: 1402, y: 1014, id: 219, width: 18, height: 359
x: 1926, y: 41, id: 220, width: 68, height: 73
x: 670, y: 356, id: 221, width: 10, height: 16
x: 988, y: 613, id: 222, width: 171, height: 17
x: 1838, y: 880, id: 223, width: 35, height: 30
x: 160, y: 635, id: 224, width: 92, height: 30
x: 1901, y: 868, id: 225, width: 11, height: 392
x: 280, y: 1578, id: 226, width: 73, height: 7
x: 734, y: 1919, id: 227, width: 13, height: 37
x: 959, y: 268, id: 228, width: 46, height: 23
x: 1824, y: 480, id: 229, width: 83, height: 12
x: 276, y: 257, id: 230, width: 15, height: 62
x: 1789, y: 969, id: 231, width: 9, height: 38
x: 1839, y: 845, id: 232, width: 101, height: 22
x: 51, y: 499, id: 233, width: 47, height: 30
x: 1577, y: 1348, id: 234, width: 15, height: 251
x: 550, y: 216, id: 235, width: 24, height: 34
x: 1241, y: 437, id: 236, width: 281, height: 32
x: 366, y: 520, id: 237, width: 93, height: 41
x: 1241, y: 2, id: 238, width: 75, height: 14
x: 1651, y: 1452, id: 239, width: 154, height: 8
x: 1652, y: 193, id: 240, width: 315, height: 18
x: 1337, y: 325, id: 241, width: 172, height: 12
x: 76, y: 453, id: 242, width: 86, height: 41
x: 1770, y: 1173, id: 243, width: 11, height: 176
x: 607, y: 403, id: 244, width: 28, height: 11
x: 26, y: 1893, id: 245, width: 19, height: 67
x: 1547, y: 197, id: 246, width: 103, height: 50
x: 78, y: 738, id: 247, width: 20, height: 91
x: 637, y: 398, id: 248, width: 46, height: 125
x: 193, y: 1134, id: 249, width: 13, height: 213
x: 539, y: 1784, id: 250, width: 76, height: 35
x: 2, y: 1194, id: 251, width: 34, height: 54
x: 1766, y: 1154, id: 252, width: 16, height: 7
x: 1661, y: 1782, id: 253, width: 16, height: 7
x: 934, y: 125, id: 254, width: 9, height: 187
x: 1147, y: 794, id: 255, width: 31, height: 84
x: 1793, y: 794, id: 256, width: 11, height: 100
x: 510, y: 1453, id: 257, width: 198, height: 41
x: 1047, y: 213, id: 258, width: 26, height: 19
x: 939, y: 1006, id: 259, width: 105, height: 60
x: 1704, y: 1361, id: 260, width: 23, height: 73
x: 1019, y: 879, id: 261, width: 38, height: 91
x: 1141, y: 3, id: 262, width: 36, height: 11
x: 195, y: 453, id: 263, width: 138, height: 52
x: 1037, y: 348, id: 264, width: 20, height: 71
x: 1047, y: 712, id: 265, width: 9, height: 153
x: 1511, y: 284, id: 266, width: 19, height: 8
x: 721, y: 849, id: 267, width: 20, height: 7
x: 1059, y: 695, id: 268, width: 14, height: 105
x: 1507, y: 619, id: 269, width: 18, height: 16
x: 347, y: 98, id: 270, width: 21, height: 25
x: 1451, y: 1514, id: 271, width: 13, height: 97
x: 88, y: 995, id: 272, width: 97, height: 43
x: 629, y: 1679, id: 273, width: 21, height: 141
x: 71, y: 1511, id: 274, width: 11, height: 31
x: 1957, y: 732, id: 275, width: 8, height: 14
x: 1762, y: 931, id: 276, width: 19, height: 100
x: 1480, y: 852, id: 277, width: 18, height: 36
x: 1977, y: 1413, id: 278, width: 10, height: 13
x: 225, y: 174, id: 279, width: 12, height: 186
x: 1974, y: 805, id: 280, width: 19, height: 139
x: 448, y: 1088, id: 281, width: 126, height: 32
x: 772, y: 928, id: 282, width: 19, height: 12
x: 405, y: 1467, id: 283, width: 32, height: 39
x: 949, y: 137, id: 284, width: 10, height: 123
x: 1504, y: 555, id: 285, width: 167, height: 7
x: 1893, y: 1367, id: 286, width: 11, height: 27
x: 1742, y: 1467, id: 287, width: 90, height: 19
x: 1331, y: 203, id: 288, width: 60, height: 12
x: 1656, y: 1745, id: 289, width: 8, height: 13
x: 1827, y: 1275, id: 290, width: 54, height: 27
x: 141, y: 1812, id: 291, width: 106, height: 9
x: 1368, y: 147, id: 292, width: 14, height: 49
x: 1684, y: 228, id: 293, width: 55, height: 11
x: 1626, y: 1941, id: 294, width: 90, height: 9
x: 1166, y: 957, id: 295, width: 230, height: 11
x: 800, y: 654, id: 296, width: 34, height: 109
x: 500, y: 1372, id: 297, width: 20, height: 11
x: 1660, y: 1721, id: 298, width: 11, height: 19
x: 1065, y: 109, id: 299, width: 55, height: 36
x: 358, y: 1541, id: 300, width: 62, height: 30
x: 57, y: 830, id: 301, width: 15, height: 9
x: 1707, y: 911, id: 302, width: 9, height: 73
x: 1312, y: 593, id: 303, width: 128, height: 33
x: 1914, y: 1138, id: 304, width: 40, height: 57
x: 1554, y: 1283, id: 305, width: 60, height: 26
x: 1301, y: 306, id: 306, width: 24, height: 22
x: 257, y: 522, id: 307, width: 52, height: 7
x: 1504, y: 827, id: 308, width: 9, height: 128
x: 1827, y: 1340, id: 309, width: 23, height: 24
x: 572, y: 417, id: 310, width: 62, height: 17
x: 358, y: 1957, id: 311, width: 56, height: 22
x: 964, y: 1429, id: 312, width: 12, height: 73
x: 1605, y: 1741, id: 313, width: 48, height: 30
x: 1139, y: 1851, id: 314, width: 181, height: 18
x: 592, y: 7, id: 315, width: 112, height: 34
x: 949, y: 929, id: 316, width: 47, height: 59
x: 89, y: 1806, id: 317, width: 12, height: 11
x: 737, y: 498, id: 318, width: 40, height: 7
x: 104, y: 1611, id: 319, width: 11, height: 111
x: 209, y: 1721, id: 320, width: 23, height: 67
x: 1896, y: 1936, id: 321, width: 44, height: 35
x: 600, y: 535, id: 322, width: 19, height: 28
x: 585, y: 1662, id: 323, width: 36, height: 118
x: 1006, y: 667, id: 324, width: 19, height: 90
x: 104, y: 1360, id: 325, width: 36, height: 56
x: 974, y: 106, id: 326, width: 12, height: 48
x: 1059, y: 1971, id: 327, width: 311, height: 11
x: 1944, y: 426, id: 328, width: 40, height: 105
x: 1070, y: 1915, id: 329, width: 98, height: 45
x: 1112, y: 1537, id: 330, width: 58, height: 62
x: 599, y: 978, id: 331, width: 53, height: 18
x: 1230, y: 133, id: 332, width: 82, height: 14
x: 1300, y: 55, id: 333, width: 11, height: 58
x: 1482, y: 1773, id: 334, width: 42, height: 39
x: 1499, y: 981, id: 335, width: 31, height: 8
x: 286, y: 900, id: 336, width: 14, height: 45
x: 1320, y: 702, id: 337, width: 13, height: 33
x: 400, y: 1074, id: 338, width: 19, height: 57
x: 1970, y: 1147, id: 339, width: 10, height: 46
x: 1923, y: 1894, id: 340, width: 31, height: 24
x: 1398, y: 903, id: 341, width: 7, height: 29
x: 999, y: 1544, id: 342, width: 50, height: 58
x: 666, y: 545, id: 343, width: 50, height: 10
x: 1721, y: 1472, id: 344, width: 18, height: 31
x: 1125, y: 1029, id: 345, width: 42, height: 8
x: 1052, y: 1815, id: 346, width: 308, height: 11
x: 1133, y: 677, id: 347, width: 35, height: 19
x: 58, y: 701, id: 348, width: 108, height: 18
x: 1727, y: 740, id: 349, width: 49, height: 47
x: 1608, y: 302, id: 350, width: 32, height: 13
x: 561, y: 537, id: 351, width: 16, height: 27
x: 1433, y: 1955, id: 352, width: 73, height: 10
x: 754, y: 707, id: 353, width: 7, height: 11
x: 886, y: 1545, id: 354, width: 9, height: 354
x: 4, y: 48, id: 355, width: 11, height: 25
x: 788, y: 778, id: 356, width: 49, height: 22
x: 658, y: 313, id: 357, width: 127, height: 7
x: 456, y: 1263, id: 358, width: 24, height: 207
x: 1591, y: 687, id: 359, width: 45, height: 11
x: 1210, y: 1431, id: 360, width: 8, height: 9
x: 548, y: 391, id: 361, width: 7, height: 12
x: 1555, y: 42, id: 362, width: 143, height: 9
x: 1502, y: 1855, id: 363, width: 11, height: 24
x: 220, y: 1150, id: 364, width: 14, height: 27
x: 295, y: 593, id: 365, width: 26, height: 44
x: 1318, y: 1587, id: 366, width: 21, height: 48
x: 1061, y: 897, id: 367, width: 7, height: 97
x: 245, y: 934, id: 368, width: 29, height: 15
x: 1179, y: 977, id: 369, width: 19, height: 41
x: 1458, y: 404, id: 370, width: 140, height: 13
x: 787, y: 397, id: 371, width: 9, height: 160
x: 713, y: 927, id: 372, width: 7, height: 236
x: 1044, y: 1221, id: 373, width: 43, height: 11
x: 1091, y: 1588, id: 374, width: 19, height: 11
x: 991, y: 154, id: 375, width: 52, height: 72
x: 54, y: 1760, id: 376, width: 129, height: 23
x: 213, y: 367, id: 377, width: 24, height: 38
x: 609, y: 715, id: 378, width: 18, height: 175
x: 1247, y: 1510, id: 379, width: 133, height: 13
x: 1755, y: 907, id: 380, width: 70, height: 17
x: 74, y: 721, id: 381, width: 17, height: 14
x: 633, y: 263, id: 382, width: 12, height: 9
x: 1810, y: 814, id: 383, width: 27, height: 43
x: 1934, y: 216, id: 384, width: 43, height: 39
x: 577, y: 1305, id: 385, width: 15, height: 125
x: 1727, y: 1071, id: 386, width: 44, height: 7
x: 859, y: 1930, id: 387, width: 24, height: 10
x: 1657, y: 803, id: 388, width: 13, height: 36
x: 1114, y: 879, id: 389, width: 195, height: 11
x: 1159, y: 327, id: 390, width: 66, height: 10
x: 452, y: 693, id: 391, width: 69, height: 12
x: 1786, y: 1032, id: 392, width: 7, height: 71
x: 950, y: 455, id: 393, width: 16, height: 35
x: 1061, y: 810, id: 394, width: 85, height: 11
x: 267, y: 1146, id: 395, width: 68, height: 26
x: 1222, y: 1415, id: 396, width: 7, height: 22
x: 761, y: 1911, id: 397, width: 82, height: 29
x: 1346, y: 841, id: 398, width: 154, height: 9
x: 207, y: 1600, id: 399, width: 26, height: 60
x: 872, y: 764, id: 400, width: 38, height: 19
x: 1154, y: 351, id: 401, width: 197, height: 10
x: 1170, y: 629, id: 402, width: 9, height: 21
x: 1891, y: 1335, id: 403, width: 13, height: 30
x: 1460, y: 1867, id: 404, width: 22, height: 45
x: 1803, y: 1271, id: 405, width: 9, height: 31
x: 784, y: 1218, id: 406, width: 128, height: 20
x: 357, y: 1170, id: 407, width: 38, height: 7
x: 49, y: 1004, id: 408, width: 10, height: 26
x: 1715, y: 1849, id: 409, width: 156, height: 8
x: 74, y: 118, id: 410, width: 54, height: 15
x: 1190, y: 1337, id: 411, width: 57, height: 76
x: 1441, y: 1438, id: 412, width: 11, height: 9
x: 1913, y: 984, id: 413, width: 12, height: 118
x: 622, y: 493, id: 414, width: 11, height: 25
x: 585, y: 1084, id: 415, width: 104, height: 11
x: 838, y: 1546, id: 416, width: 33, height: 44
x: 1592, y: 1332, id: 417, width: 139, height: 10
x: 1695, y: 810, id: 418, width: 26, height: 15
x: 1794, y: 510, id: 419, width: 99, height: 45
x: 351, y: 1147, id: 420, width: 8, height: 14
x: 83, y: 1665, id: 421, width: 10, height: 84
x: 1804, y: 1527, id: 422, width: 32, height: 12
x: 161, y: 225, id: 423, width: 12, height: 60
x: 1212, y: 99, id: 424, width: 34, height: 24
x: 979, y: 1793, id: 425, width: 48, height: 33
x: 1916, y: 1975, id: 426, width: 54, height: 21
x: 1135, y: 1228, id: 427, width: 25, height: 27
x: 1383, y: 98, id: 428, width: 9, height: 59
x: 990, y: 1735, id: 429, width: 13, height: 13
x: 469, y: 1193, id: 430, width: 15, height: 30
x: 749, y: 1475, id: 431, width: 8, height: 13
x: 0, y: 440, id: 432, width: 12, height: 68
x: 707, y: 393, id: 433, width: 13, height: 37
x: 1660, y: 1526, id: 434, width: 62, height: 9
x: 810, y: 316, id: 435, width: 44, height: 20
x: 1804, y: 686, id: 436, width: 9, height: 23
x: 125, y: 1163, id: 437, width: 25, height: 26
x: 790, y: 1442, id: 438, width: 54, height: 46
x: 1764, y: 518, id: 439, width: 27, height: 20
x: 552, y: 920, id: 440, width: 25, height: 10
x: 204, y: 996, id: 441, width: 63, height: 50
x: 1525, y: 832, id: 442, width: 11, height: 9
x: 201, y: 1671, id: 443, width: 22, height: 39
x: 758, y: 789, id: 444, width: 7, height: 84
x: 1735, y: 1354, id: 445, width: 35, height: 25
x: 1004, y: 1895, id: 446, width: 24, height: 52
x: 743, y: 466, id: 447, width: 31, height: 20
x: 379, y: 1446, id: 448, width: 22, height: 68
x: 1821, y: 1494, id: 449, width: 13, height: 9
x: 1481, y: 1293, id: 450, width: 52, height: 17
x: 1009, y: 237, id: 451, width: 26, height: 52
x: 332, y: 598, id: 452, width: 25, height: 32
x: 151, y: 1561, id: 453, width: 35, height: 29
x: 120, y: 1867, id: 454, width: 16, height: 48
x: 428, y: 1866, id: 455, width: 206, height: 10
x: 1480, y: 387, id: 456, width: 124, height: 13
x: 1438, y: 1878, id: 457, width: 13, height: 30
x: 400, y: 450, id: 458, width: 51, height: 39
x: 1191, y: 1229, id: 459, width: 8, height: 100
x: 1639, y: 5, id: 460, width: 49, height: 33
x: 1607, y: 1138, id: 461, width: 45, height: 34
x: 1426, y: 1111, id: 462, width: 35, height: 47
x: 1122, y: 636, id: 463, width: 18, height: 29
x: 1613, y: 1785, id: 464, width: 19, height: 16
x: 1674, y: 862, id: 465, width: 27, height: 7
x: 914, y: 1438, id: 466, width: 13, height: 43
x: 15, y: 1837, id: 467, width: 10, height: 45
x: 1592, y: 992, id: 468, width: 9, height: 26
x: 1181, y: 1918, id: 469, width: 13, height: 25
x: 1645, y: 1852, id: 470, width: 21, height: 12
x: 1278, y: 284, id: 471, width: 31, height: 15
x: 592, y: 384, id: 472, width: 35, height: 10
x: 1477, y: 937, id: 473, width: 19, height: 33
x: 1447, y: 501, id: 474, width: 70, height: 21
x: 1049, y: 1785, id: 475, width: 15, height: 29
x: 222, y: 1232, id: 476, width: 9, height: 120
x: 550, y: 439, id: 477, width: 85, height: 14
x: 1800, y: 1310, id: 478, width: 12, height: 47
x: 81, y: 1590, id: 479, width: 13, height: 51
x: 197, y: 378, id: 480, width: 14, height: 31
x: 1828, y: 1316, id: 481, width: 85, height: 16
x: 40, y: 954, id: 482, width: 18, height: 41
x: 1575, y: 1156, id: 483, width: 12, height: 36
x: 781, y: 893, id: 484, width: 10, height: 33
x: 33, y: 1257, id: 485, width: 11, height: 25
x: 1322, y: 37, id: 486, width: 30, height: 37
x: 27, y: 574, id: 487, width: 27, height: 29
x: 1978, y: 1900, id: 488, width: 14, height: 47
x: 1433, y: 1459, id: 489, width: 11, height: 192
x: 698, y: 1990, id: 490, width: 363, height: 9
x: 540, y: 669, id: 491, width: 45, height: 75
x: 1094, y: 279, id: 492, width: 98, height: 12
x: 16, y: 1464, id: 493, width: 37, height: 21
x: 239, y: 121, id: 494, width: 60, height: 119
x: 564, y: 1727, id: 495, width: 7, height: 19
x: 27, y: 139, id: 496, width: 75, height: 27
x: 1771, y: 859, id: 497, width: 15, height: 39
x: 511, y: 1659, id: 498, width: 11, height: 9
x: 253, y: 958, id: 499, width: 11, height: 26
x: 395, y: 148, id: 500, width: 110, height: 9
x: 56, y: 1664, id: 501, width: 25, height: 34
x: 1896, y: 537, id: 502, width: 16, height: 223
x: 189, y: 1358, id: 503, width: 26, height: 12
x: 185, y: 1864, id: 504, width: 9, height: 47
x: 433, y: 1961, id: 505, width: 177, height: 9
x: 1180, y: 419, id: 506, width: 174, height: 9
x: 986, y: 505, id: 507, width: 329, height: 7
x: 1143, y: 327, id: 508, width: 12, height: 23
x: 1353, y: 472, id: 509, width: 133, height: 7
x: 1345, y: 634, id: 510, width: 9, height: 27
x: 1586, y: 624, id: 511, width: 185, height: 16
x: 7, y: 1139, id: 512, width: 33, height: 15
x: 62, y: 1473, id: 513, width: 133, height: 8
x: 1365, y: 31, id: 514, width: 24, height: 62
x: 1415, y: 1514, id: 515, width: 8, height: 8
x: 623, y: 536, id: 516, width: 35, height: 8
x: 1140, y: 99, id: 517, width: 16, height: 58
x: 95, y: 229, id: 518, width: 38, height: 11
x: 1970, y: 1043, id: 519, width: 14, height: 9
x: 1554, y: 65, id: 520, width: 16, height: 78
x: 590, y: 215, id: 521, width: 20, height: 8
x: 130, y: 1850, id: 522, width: 44, height: 15
x: 1113, y: 683, id: 523, width: 13, height: 13
x: 484, y: 1067, id: 524, width: 166, height: 7
x: 771, y: 646, id: 525, width: 16, height: 173
x: 872, y: 1131, id: 526, width: 10, height: 22
x: 1342, y: 697, id: 527, width: 8, height: 141
x: 1347, y: 937, id: 528, width: 48, height: 11
x: 1920, y: 889, id: 529, width: 7, height: 26
x: 855, y: 280, id: 530, width: 67, height: 19
x: 1900, y: 516, id: 531, width: 32, height: 14
x: 1347, y: 1827, id: 532, width: 8, height: 95
x: 379, y: 99, id: 533, width: 49, height: 25
x: 1647, y: 1423, id: 534, width: 11, height: 13
x: 1508, y: 1659, id: 535, width: 43, height: 51
x: 1889, y: 1609, id: 536, width: 51, height: 25
x: 1591, y: 1983, id: 537, width: 291, height: 9
x: 1165, y: 1039, id: 538, width: 25, height: 12
